triple,sources,config,manifest,inputs
<https://w3id.org/presalt-onto#HydrothermalFluid> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb1c167f2f8d30b085d0d34939cdd35e57228e79319cb93822abc60d4acb84452e9 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:80""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalVent> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:27""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrothermalVent> <http://www.w3.org/2000/01/rdf-schema#comment> ""Hydrothermal vent is a pipe-like geological complex that forms by the fracturing, transport, and eruption of deep-sourced hydrothermal fluids and sediments, commonly in association with intrusive or volcanic activity. In the Brazilian Pre-Salt, these vents can strongly influence lacustrine carbonate systems by modifying water alkalinity and mineral supply, promoting travertine and shrub/spherulite development, and locally enhancing dissolution, vuggy porosity, and reservoir fluid flow.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:27""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#HydrothermalVent> <http://www.w3.org/2000/01/rdf-schema#label> ""Hydrothermal Vent""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:27""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#HydrothermalVent> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:27""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#IgneousRock> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:96"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:97"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:98""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#IgneousRock> <http://www.w3.org/2000/01/rdf-schema#comment> ""Igneous rock is a rock type that forms by the cooling and solidification of magma or lava. In the Brazilian Pre-Salt, it occurs as Barremian–Aptian extrusive tholeiitic basalts and Santonian–Campanian alkaline intrusive bodies, commonly sills or saucer-shaped bodies, which may cut or follow the stratigraphy, show high seismic velocities, and strongly influence reservoir volume, flow behavior, pressure support, and associated diagenetic alteration.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:96""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#IgneousRock> <http://www.w3.org/2000/01/rdf-schema#label> ""Igneous Rock""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:96""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#IgneousRock> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:96""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#InSituFacies> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:107"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:108"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:109""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#InSituFacies> <http://www.w3.org/2000/01/rdf-schema#comment> ""In situ facies is a carbonate facies that forms essentially in place by the precipitation of calcite shrubs and/or spherulites within muddy sediment, rather than by grain transport and reworking. In the Brazilian pre-salt, it is composed of microcrystalline calcite and clay-rich mud mixed with fascicular calcite shrubs and calcite spherulites, and it is commonly classified by the dominant component, such as shrubby or spherulitic facies, in relatively low-energy lacustrine zones.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:107""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#InSituFacies> <http://www.w3.org/2000/01/rdf-schema#label> ""In Situ Facies""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:107""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#InSituFacies> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#DepositionalFacies> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:107""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#IntercrystallinePorosity> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:78""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#IntercrystallinePorosity> <http://www.w3.org/2000/01/rdf-schema#comment> ""Intercrystalline porosity is a pore system that consists of void spaces between adjacent mineral crystals, commonly produced or enlarged by dolomitization, recrystallization, and dissolution. In Brazilian pre-salt carbonates, it commonly develops among dolomite crystals and spherulites, and it can be a major control on reservoir quality where interparticle pores have been reduced by cementation or compaction.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:78""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#IntercrystallinePorosity> <http://www.w3.org/2000/01/rdf-schema#label> ""Intercrystalline Porosity""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:78""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#IntercrystallinePorosity> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#PoreSystem> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:78""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#InterparticlePore> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:220"", ""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:222"", ""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:169""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#InterparticlePore> <http://www.w3.org/2000/01/rdf-schema#comment> ""Interparticle pore is a pore space that occurs between adjacent grains, intraclasts, or other particles in a carbonate rock. In the Brazilian Pre-Salt, it is especially common in reworked facies such as calcirudites and calcarenites, where dissolution may enlarge it and bedding may organize it into stratified, concordant porosity. When these pores remain open and connected they commonly support high permeability, but they may also be partially or completely occluded by silica, dolomite, or anhydrite cement.""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:169""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
"<https://w3id.org/presalt-onto#InterparticlePore> <http://www.w3.org/2000/01/rdf-schema#label> ""Interparticle Pore""@en .","[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:169""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#InterparticlePore> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <https://w3id.org/presalt-onto#Pore> .,"[""input:evaluation_study/inputs/approved_run/validate_taxonomy.csv:row:169""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#InterparticlePore> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb25080e82dfff34a377ed80cb00dedf58c125341e5850715f595ab4146cb651169 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:265""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
<https://w3id.org/presalt-onto#InterparticlePore> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:cb278a577b8d8ed09984615805984a06220344e61ae68b6e0b64416d2b14bbe0c47 .,"[""input:evaluation_study/inputs/approved_run/validate_relations.csv:row:267""]",domains/presalt/ontology_config.yaml,domains/presalt/corrections/geopresalt_0_2.yaml,"[""evaluation_study/inputs/approved_run/validate_defined_classes.csv"", ""evaluation_study/inputs/approved_run/validate_instances.csv"", ""evaluation_study/inputs/approved_run/validate_relations.csv"", ""evaluation_study/inputs/approved_run/validate_taxonomy.csv""]"
